Make,Model,Year,Fuel Type,MPG Data,Combined Mpg For Fuel Type1,Co2  Tailpipe For Fuel Type1,Engine displacement
Ford,F150 Pickup 2WD,2000,Regular,Y,15,592.4666666666667,5.4
Volkswagen,Jetta SportWagen,2013,Diesel,Y,32,318.0,2.0
BMW,X1 xDrive28i,2013,Premium,Y,26,325.0,2.0
BMW,328i Convertible,2013,Premium,Y,21,427.0,3.0
Toyota,Prius c,2016,Regular,Y,50,178.0,1.5
Volvo,XC60 FWD,2015,Regular,Y,27,336.0,2.0
Volkswagen,Golf SportWagen,2015,Diesel,Y,35,294.0,2.0
Toyota,4Runner 2WD,2004,Regular,Y,16,555.4375,4.7
Volkswagen,Tiguan,2009,Premium,Y,21,423.1904761904762,2.0
Saturn,Aura,2009,Regular,Y,26,341.8076923076923,2.4
Chevrolet,Cruze,2017,Regular,Y,32,274.0,1.4
Volkswagen,GTI,2001,Regular,Y,21,423.1904761904762,2.8
Volkswagen,Passat Wagon,2004,Premium,Y,23,386.39130434782606,1.8
Mercury,Mariner FWD,2006,Regular,Y,21,423.1904761904762,2.3
MINI,Cooper,2007,Premium,Y,29,306.44827586206895,1.6
Saturn,SC,2000,Regular,Y,27,329.14814814814815,1.9
Ford,Taurus FFV,2001,Gasoline or E85,Y,19,467.7368421052632,3.0
Saturn,SC,2002,Regular,Y,26,341.8076923076923,1.9
Buick,Park Avenue,2002,Regular,Y,21,423.1904761904762,3.8
Ford,Focus,2003,Regular,Y,23,386.39130434782606,2.3
Volvo,V70 FWD,2001,Premium,Y,21,423.1904761904762,2.4
GMC,Yukon 1500 2WD,2001,Regular,Y,14,634.7857142857143,5.3
Mitsubishi,Eclipse Spyder,2002,Regular,Y,20,444.35,2.4
Honda,S2000,2003,Premium,Y,20,444.35,2.0
Nissan,Sentra,2006,Regular,Y,27,329.14814814814815,1.8
Subaru,Legacy AWD,2006,Regular,Y,23,386.39130434782606,2.5
Toyota,Tacoma 2WD,2008,Regular,Y,21,423.1904761904762,2.7
Toyota,Tundra 4WD,2010,Regular,Y,16,555.4375,4.6
BMW,325i,2006,Premium,Y,21,423.1904761904762,3.0
Chevrolet,Cruze,2018,Regular,Y,33,267.0,1.4
Toyota,Prius,2018,Regular,Y,52,170.0,1.8
Infiniti,QX50 AWD,2019,Premium,Y,26,340.0,2.0
Cadillac,XT5,2019,Regular,Y,22,405.0,3.6
Volkswagen,Passat,2014,Regular,Y,25,350.0,2.5
Honda,CR-Z,2015,Regular,Y,33,266.0,1.5
Toyota,RAV4 Limited AWD/SE AWD,2016,Regular,Y,24,362.0,2.5
Toyota,Highlander AWD,2016,Regular,Y,20,437.0,3.5
Pontiac,G5/Pursuit,2007,Premium,Y,24,370.2916666666667,2.4
Scion,xB,2004,Regular,Y,28,317.39285714285717,1.5
Dodge,Dakota Pickup 4WD,2004,Regular,Y,16,555.4375,3.7
Chrysler,PT Cruiser,2004,Regular,Y,22,403.95454545454544,2.4
Volkswagen,Passat Wagon,2004,Diesel,Y,27,377.037037037037,2.0
Chevrolet,Silverado 2500 2WD,2002,Regular,Y,11,807.9090909090909,6.0
Toyota,Venza,2010,Regular,Y,22,403.95454545454544,3.5
Jeep,Grand Cherokee 4WD,2011,Regular,Y,15,592.4666666666667,5.7
Pontiac,G6 GT/GTP Convertible,2006,Regular,Y,19,467.7368421052632,3.9
Jeep,Commander 4WD,2006,Regular,Y,16,555.4375,3.7
Ford,Taurus X FWD,2009,Regular,Y,19,467.7368421052632,3.5
Kia,Sportage 4WD,2000,Regular,Y,19,467.7368421052632,2.0
Saab,9-5 Wagon,2001,Regular,Y,20,444.35,2.3
Toyota,MR2,2003,Regular,Y,25,355.48,1.8
Ford,EcoSport FWD,2018,Regular,Y,28,314.0,1.0
Ford,Ranger 2WD,2020,Regular,Y,23,387.0,2.3
Nissan,Frontier 4WD,2020,Regular,Y,19,469.0,3.8
Ford,Escort,2000,Regular,Y,26,341.8076923076923,2.0
Mercedes-Benz,SL500,2004,Premium,Y,17,522.7647058823529,5.0
Buick,Rainier 2WD,2004,Regular,Y,16,555.4375,5.3
Volkswagen,Passat,2006,Premium,Y,22,403.95454545454544,2.0
Ford,Expedition 2WD,2006,Regular,Y,14,634.7857142857143,5.4
Mercury,Mariner Hybrid 4WD,2006,Regular,Y,27,329.14814814814815,2.3
Saturn,Vue FWD,2007,Regular,Y,21,423.1904761904762,2.2
Toyota,RAV4 2WD,2007,Regular,Y,22,403.95454545454544,3.5
Chevrolet,Corvette,2009,Premium,Y,19,467.7368421052632,6.2
Buick,Enclave FWD,2011,Regular,Y,19,467.7368421052632,3.6
Ford,Focus FWD,2012,Regular,Y,31,286.6774193548387,2.0
Nissan,Xterra 4WD,2012,Regular,Y,17,522.7647058823529,4.0
Chevrolet,Malibu eAssist,2013,Regular,Y,29,310.0,2.4
Ford,Focus FWD FFV,2014,Gasoline or E85,Y,30,296.0,2.0
Honda,Accord,2015,Regular,Y,29,307.0,2.4
Ford,Fusion Energi Plug-in Hybrid,2018,Regular Gas and Electricity,Y,42,112.0,2.0
Lexus,NX 300h AWD,2019,Regular,Y,31,281.0,2.5
Mercury,Cougar,2000,Regular,Y,21,423.1904761904762,2.5
GMC,Sonoma 2WD,2000,Regular,Y,19,467.7368421052632,2.2
Ford,Taurus Wagon,2002,Regular,Y,19,467.7368421052632,3.0
Nissan,Murano AWD,2015,Regular,Y,24,378.0,3.5
Ford,F150 Pickup 2WD,2008,Regular,Y,16,555.4375,4.2
Chevrolet,Silverado C15 2WD,2017,Regular,Y,19,479.0,5.3
Cadillac,SRX 2WD,2011,Regular,Y,20,444.35,3.0
Dodge,Charger,2013,Midgrade,Y,19,477.0,5.7
Ford,Focus FWD,2014,Regular,Y,29,304.0,2.0
BMW,328i xDrive,2015,Premium,Y,26,343.0,2.0
Chevrolet,Monte Carlo,2002,Regular,Y,20,444.35,3.8
Toyota,Highlander 2WD,2009,Regular,Y,20,444.35,3.5
Hyundai,Sonata,2012,Regular,Y,27,329.14814814814815,2.4
Mitsubishi,Mirage,2019,Regular,Y,36,242.0,1.2
Chevrolet,Colorado ZR2 4WD,2022,Regular,Y,17,529.0,3.6
Hyundai,Elantra,2015,Regular,Y,31,285.0,1.8
BMW,328i xDrive Gran Turismo,2015,Premium,Y,26,343.0,2.0
Infiniti,G35,2006,Premium,Y,19,467.7368421052632,3.5
Toyota,4Runner 2WD,2007,Regular,Y,17,522.7647058823529,4.7
Mazda,Speed 3,2010,Premium,Y,21,423.1904761904762,2.3
Mercedes-Benz,C300 4matic,2015,Premium,Y,27,334.0,2.0
Chevrolet,Suburban 1500 4WD,2004,Regular,Y,14,634.7857142857143,5.3
Nissan,Xterra V6 4WD,2004,Regular,Y,16,555.4375,3.3
Jeep,Grand Cherokee 2WD,2005,Regular,Y,17,522.7647058823529,3.7
Dodge,Charger,2006,Regular,Y,20,444.35,3.5
Suzuki,Grand Vitara,2006,Regular,Y,18,493.72222222222223,2.7
Dodge,Durango 4WD,2007,Gasoline or E85,Y,14,634.7857142857143,4.7
Ford,Explorer 2WD,2001,Regular,Y,17,522.7647058823529,4.0
Dodge,Dakota Pickup 2WD,2003,Regular,Y,17,522.7647058823529,3.9
Volkswagen,Jetta,2002,Diesel,Y,33,308.4848484848485,1.9
Saturn,L200,2003,Regular,Y,24,370.2916666666667,2.2
GMC,Canyon 4WD,2018,Diesel,Y,23,450.0,2.8
Buick,Lucerne,2010,Gasoline or E85,Y,20,444.35,3.9
Volkswagen,Passat,2002,Premium,Y,21,423.1904761904762,2.8
Toyota,4Runner 2WD,2005,Regular,Y,18,493.72222222222223,4.0
MINI,Cooper S Convertible,2006,Premium,Y,24,370.2916666666667,1.6
Jeep,Patriot 2WD,2008,Regular,Y,23,386.39130434782606,2.4
Mitsubishi,Endeavor 2WD,2010,Premium,Y,18,493.72222222222223,3.8
BMW,328ci,2010,Premium,Y,22,403.95454545454544,3.0
Cadillac,CTS,2012,Regular,Y,21,423.1904761904762,3.0
Jeep,Grand Cherokee 4WD,2013,Gasoline or E85,Y,19,479.0,3.6
Cadillac,ATS,2013,Regular,Y,23,389.0,2.0
BMW,320i,2014,Premium,Y,28,324.0,2.0
Hyundai,Tucson AWD,2016,Regular,Y,23,389.0,2.0
Hyundai,Tucson Eco FWD,2016,Regular,Y,28,317.0,1.6
Audi,A3 quattro,2017,Regular,Y,27,330.0,2.0
GMC,Terrain AWD,2012,Gasoline or E85,Y,23,386.39130434782606,2.4
Cadillac,Eldorado,2001,Premium,Y,18,493.72222222222223,4.6
Suzuki,Aerio,2003,Regular,Y,25,355.48,2.0
Chrysler,300C/SRT-8,2005,Regular,Y,20,444.35,3.5
Volvo,XC90 FWD,2005,Premium,Y,18,493.72222222222223,2.5
Chevrolet,Uplander AWD,2006,Regular,Y,17,522.7647058823529,3.5
Mercedes-Benz,C230,2007,Premium or E85,Y,19,467.7368421052632,2.5
Pontiac,G6,2008,Regular,Y,20,444.35,3.5
Land Rover,Freelander,2004,Regular,Y,17,522.7647058823529,2.5
Nissan,Versa,2008,Regular,Y,29,306.44827586206895,1.8
Toyota,4Runner 4WD,2023,Regular,Y,17,519.0,4.0
Audi,A4 quattro,2004,Premium,Y,19,467.7368421052632,3.0
Toyota,Highlander 2WD,2005,Regular,Y,22,403.95454545454544,2.4
Chevrolet,Aveo 5,2006,Regular,Y,25,355.48,1.6
Dodge,Ram 1500 Pickup 2WD,2007,Gasoline or E85,Y,14,634.7857142857143,4.7
Lincoln,MKZ AWD,2008,Regular,Y,19,467.7368421052632,3.5
Jeep,Grand Cherokee 4WD,2008,Regular,Y,17,522.7647058823529,3.7
GMC,Sierra 15 Hybrid 4WD,2009,Regular,Y,20,444.35,6.0
Toyota,Avalon,2009,Regular,Y,23,386.39130434782606,3.5
Nissan,Versa,2009,Regular,Y,29,306.44827586206895,1.6
Land Rover,Range Rover,2000,Premium,Y,12,740.5833333333334,4.6
Dodge,Stratus 4 Door,2002,Regular,Y,22,403.95454545454544,2.4
Ford,Ranger Pickup 2WD,2002,Regular,Y,17,522.7647058823529,3.0
Dodge,Ram 1500 Pickup 4WD,2003,Regular,Y,14,634.7857142857143,4.7
Nissan,Altima,2012,Regular,Y,22,403.95454545454544,3.5
Subaru,Outback AWD,2014,Regular,Y,24,368.0,2.5
MINI,Cooper Countryman,2014,Premium,Y,27,332.0,1.6
Toyota,Tacoma 2WD,2004,Regular,Y,16,555.4375,3.4
BMW,X3,2004,Premium,Y,17,522.7647058823529,2.5
Chevrolet,Suburban 1500 2WD,2008,Gasoline or E85,Y,16,555.4375,5.3
Volkswagen,Jetta SportWagen,2009,Regular,Y,24,370.2916666666667,2.5
Subaru,Impreza AWD,2000,Regular,Y,22,403.95454545454544,2.5
Chevrolet,Cavalier Dual-fuel,2002,Gasoline or natural gas,Y,23,386.39130434782606,2.2
Honda,Accord,2003,Regular,Y,21,423.1904761904762,3.0
Nissan,Altima,2003,Regular,Y,23,386.39130434782606,2.5
Volkswagen,Atlas 4motion,2018,Regular,Y,19,454.0,3.6
Hyundai,Ioniq,2022,Regular,Y,55,162.0,1.6
Ford,Taurus AWD,2011,Regular,Y,20,444.35,3.5
Dodge,Dart,2014,Regular,Y,27,328.0,2.4
Hyundai,Sonata,2015,Regular,Y,28,312.0,2.4
Ford,Transit T150 Wagon,2016,Regular,Y,16,548.0,3.5
Hyundai,Elantra Hatchback,2004,Regular,Y,26,341.8076923076923,2.0
Audi,A8,2005,Premium,Y,18,493.72222222222223,4.2
Dodge,Magnum,2007,Regular,Y,21,423.1904761904762,2.7
Honda,Accord Coupe,2008,Regular,Y,22,403.95454545454544,3.5
Toyota,Camry LE/SE,2020,Regular,Y,32,279.0,2.5
BMW,X3 xDrive30i,2022,Premium,Y,24,370.0,2.0
Mazda,CX-7 2WD,2010,Regular,Y,23,386.39130434782606,2.5
Honda,Fit,2010,Regular,Y,31,286.6774193548387,1.5
Dodge,Ram 1500 Pickup 4WD,2002,Regular,Y,12,740.5833333333334,5.9
Chevrolet,Silverado 1500 2WD,2001,Regular,Y,17,522.7647058823529,4.3
Dodge,Dakota Pickup 2WD,2002,Regular,Y,17,522.7647058823529,3.9
Hyundai,Tiburon,2005,Regular,Y,20,444.35,2.7
Buick,Lacrosse/Allure,2005,Regular,Y,21,423.1904761904762,3.8
Dodge,Caravan/Grand Caravan 2WD,2008,Regular,Y,18,493.72222222222223,4.0
Nissan,Rogue AWD,2018,Regular,Y,27,324.0,2.5
Ford,Focus FWD,2013,Regular,Y,30,294.0,2.0
BMW,550i Gran Turismo,2014,Premium,Y,19,465.0,4.4
Mercedes-Benz,GLE300 d 4matic,2016,Diesel,Y,24,415.0,2.1
Chevrolet,Silverado K15 4WD,2008,Gasoline or E85,Y,16,555.4375,5.3
Kia,Spectra,2009,Regular,Y,27,329.14814814814815,2.0
Kia,Sportage 4WD,2009,Regular,Y,20,444.35,2.7
Chevrolet,Tracker 4WD Hardtop,2001,Regular,Y,21,423.1904761904762,2.0
Subaru,Impreza 4-Door,2021,Regular,Y,32,281.0,2.0
Subaru,Impreza AWD,2010,Premium,Y,21,423.1904761904762,2.5
Chevrolet,Impala,2007,Premium,Y,19,467.7368421052632,5.3
Mitsubishi,Lancer,2004,Regular,Y,23,386.39130434782606,2.4
BMW,745li,2005,Premium,Y,19,467.7368421052632,4.4
Volkswagen,Passat Wagon 4motion,2005,Premium,Y,22,403.95454545454544,1.8
Ford,F150 Pickup 4WD,2005,Regular,Y,14,634.7857142857143,5.4
Mazda,RX-8,2006,Premium,Y,19,467.7368421052632,1.3
Pontiac,G6,2006,Regular,Y,19,467.7368421052632,3.9
Mazda,MX-5 Miata,2001,Premium,Y,22,403.95454545454544,1.8
Chevrolet,Silverado 1500 4WD,2003,Regular,Y,14,634.7857142857143,5.3
Mazda,CX-3 4WD,2017,Regular,Y,29,308.0,2.0
Chevrolet,Spark,2013,Regular,Y,34,265.0,1.2
Cadillac,DeVille,2005,Regular,Y,18,493.72222222222223,4.6
Ford,Mustang,2006,Regular,Y,18,493.72222222222223,4.6
Subaru,Outback Wagon AWD,2006,Premium,Y,19,467.7368421052632,2.5
Kia,Optima Hybrid EX,2013,Regular,Y,36,247.0,2.4
Ford,Explorer 4WD FFV,2003,Gasoline or E85,Y,16,555.4375,4.0
Mazda,RX-8,2004,Premium,Y,18,493.72222222222223,1.3
Subaru,Impreza AWD,2004,Premium,Y,18,493.72222222222223,2.5
Ford,Mustang,2006,Regular,Y,18,493.72222222222223,4.6
Dodge,Stratus 4 Door,2006,Regular,Y,22,403.95454545454544,2.4
Buick,Rainier AWD,2006,Regular,Y,16,555.4375,5.3
Volkswagen,GTI,2006,Premium,Y,25,355.48,2.0
Hyundai,Sonata,2009,Regular,Y,25,355.48,2.4
Kia,Rio,2009,Regular,Y,30,296.23333333333335,1.6
Saab,9-3 Aero Sedan AWD,2009,Regular,Y,18,493.72222222222223,2.8
Nissan,Cube,2009,Regular,Y,29,306.44827586206895,1.8
Toyota,Prius Plug-in Hybrid,2015,Regular Gas and Electricity,Y,50,133.0,1.8
Toyota,Land Cruiser Wagon 4WD,2004,Regular,Y,13,683.6153846153846,4.7
Volvo,S60 FWD,2005,Premium,Y,22,403.95454545454544,2.5
GMC,Yukon 1500 AWD,2005,Regular,Y,15,592.4666666666667,5.3
Lincoln,MKX FWD,2008,Regular,Y,19,467.7368421052632,3.5
Toyota,4Runner 4WD,2008,Regular,Y,15,592.4666666666667,4.7
Infiniti,G37 Coupe,2008,Premium,Y,20,444.35,3.7
Alfa Romeo,Giulia,2018,Premium,Y,20,451.0,2.9
Hyundai,Accent,2018,Regular,Y,32,277.0,1.6
Toyota,Camry Hybrid LE,2021,Regular,Y,52,170.0,2.5
Suzuki,Grand Vitara XL7,2004,Regular,Y,18,493.72222222222223,2.7
Chevrolet,Impala,2007,Regular,Y,22,403.95454545454544,3.5
Chevrolet,Camaro,2000,Regular,Y,20,444.35,3.8
BMW,i3 BEV (94 Amp-hour battery),2017,Electricity,Y,118,0.0,
MINI,Cooper S Hardtop 2 door,2019,Premium,Y,26,338.0,2.0
Jeep,Compass 4WD,2024,Regular,Y,27,330.0,2.0
Mitsubishi,Eclipse,2012,Regular,Y,23,386.39130434782606,2.4
GMC,Sierra K15 4WD,2015,Regular,Y,18,490.0,5.3
Mitsubishi,Mirage,2001,Regular,Y,28,317.39285714285717,1.8
Infiniti,Q45,2003,Premium,Y,18,493.72222222222223,4.5
Dodge,Dart,2013,Gasoline or E85,Y,27,327.0,2.0
Volkswagen,Jetta SportWagen,2013,Diesel,Y,32,315.0,2.0
Toyota,RAV4 AWD,2015,Regular,Y,25,357.0,2.5
Audi,allroad quattro,2016,Premium or E85,Y,24,376.0,2.0
Toyota,Camry,2018,Regular,Y,34,264.0,2.5
Buick,Regal,2011,Gasoline or E85,Y,24,370.2916666666667,2.0
Acura,TL 4WD,2012,Premium,Y,20,444.35,3.7
Buick,Enclave FWD,2014,Regular,Y,19,465.0,3.6
Chevrolet,Suburban C1500 2WD,2016,Regular,Y,19,480.0,5.3
Chevrolet,Tahoe 1500 4WD,2003,Regular,Y,13,683.6153846153846,5.3
Infiniti,G35,2005,Regular,Y,18,493.72222222222223,3.5
GMC,Envoy 4WD,2005,Regular,Y,16,555.4375,4.2
Chevrolet,TrailBlazer 2WD,2006,Regular,Y,16,555.4375,4.2
Hummer,H3 4WD,2008,Regular,Y,15,592.4666666666667,3.7
Jeep,Wrangler Unlimited 4WD,2015,Regular,Y,18,504.0,3.6
Pontiac,Firebird/Trans Am,2000,Premium,Y,18,493.72222222222223,5.7
BMW,325xi,2002,Premium,Y,20,444.35,2.5
Audi,A6 quattro,2002,Premium,Y,18,493.72222222222223,2.7
Honda,CR-V FWD,2024,Regular,Y,40,223.0,2.0
Chevrolet,Silverado 4WD,2021,Diesel,Y,24,430.0,3.0
Ford,F150 Pickup 4WD FFV,2014,Gasoline or E85,Y,16,561.0,5.0
Porsche,911 Carrera,2000,Premium,Y,18,493.72222222222223,3.4
Honda,Civic,2000,Regular,Y,28,317.39285714285717,1.6
Honda,Civic,2001,Regular,Y,30,296.23333333333335,1.7
Lexus,LX 470,2001,Regular,Y,13,683.6153846153846,4.7
Ford,Expedition 2WD,2002,Regular,Y,13,683.6153846153846,5.4
Honda,CR-V 2WD,2002,Regular,Y,23,386.39130434782606,2.4
Ford,Ranger Pickup 2WD,2003,Regular,Y,16,555.4375,4.0
Volkswagen,Touareg,2005,Premium,Y,16,555.4375,3.2
Mazda,5,2006,Regular,Y,22,403.95454545454544,2.3
Mercury,Mountaineer 2WD,2007,Regular,Y,15,592.4666666666667,4.0
Ford,F150 Pickup 4WD,2020,Regular,Y,20,444.0,2.7
Subaru,Outback AWD,2021,Regular,Y,29,308.0,2.5
Volkswagen,Passat,2022,Regular,Y,28,315.0,2.0
Chevrolet,Malibu Hybrid,2010,Regular,Y,29,306.44827586206895,2.4
Toyota,Tacoma 4WD,2011,Regular,Y,19,467.7368421052632,2.7
Ford,Crown Victoria FFV,2011,Gasoline or E85,Y,19,467.7368421052632,4.6
Buick,Regal,2011,Gasoline or E85,Y,21,423.1904761904762,2.0
Chevrolet,Impala,2012,Gasoline or E85,Y,22,403.95454545454544,3.6
Nissan,Frontier 4WD,2012,Regular,Y,17,522.7647058823529,4.0
Jeep,Compass 2WD,2012,Regular,Y,23,386.39130434782606,2.4
Jeep,Wrangler Unlimited 4WD,2013,Regular,Y,18,502.0,3.6
Chevrolet,Silverado C15 Cab Chassis 2WD,2015,Regular,Y,17,525.0,5.3
Pontiac,Grand Prix,2004,Regular,Y,21,423.1904761904762,3.8
Toyota,4Runner 2WD,2006,Regular,Y,18,493.72222222222223,4.0
Ford,Explorer Sport Trac 2WD,2007,Regular,Y,16,555.4375,4.6
Chrysler,Sebring,2008,Gasoline or E85,Y,22,403.95454545454544,2.7
Mercedes-Benz,S500,2000,Premium,Y,17,522.7647058823529,5.0
Chevrolet,Silverado 2500 2WD,2000,Regular,Y,12,740.5833333333334,6.0
GMC,Yukon XL 1500 4WD,2000,Regular,Y,13,683.6153846153846,5.3
Dodge,Caravan/Grand Caravan 2WD,2001,Regular,Y,18,493.72222222222223,3.8
Dodge,Intrepid,2002,Regular,Y,19,467.7368421052632,3.5
Dodge,Dakota Pickup 4WD,2002,Regular,Y,14,634.7857142857143,4.7
Chevrolet,TrailBlazer Ext 2WD,2002,Regular,Y,16,555.4375,4.2
GMC,Yukon 1500 4WD,2001,Regular,Y,13,683.6153846153846,5.3
Audi,TT Coupe quattro,2002,Premium,Y,21,423.1904761904762,1.8
Chrysler,PT Cruiser,2002,Regular,Y,22,403.95454545454544,2.4
Audi,A4 quattro,2003,Premium,Y,19,467.7368421052632,3.0
Volvo,V60 AWD PHEV,2020,Premium and Electricity,Y,30,155.0,2.0
Ford,Windstar FWD Wagon,2003,Regular,Y,18,493.72222222222223,3.8
Scion,xA,2005,Regular,Y,30,296.23333333333335,1.5
Ford,Focus FWD,2009,Regular,Y,27,329.14814814814815,2.0
Mitsubishi,Outlander 2WD,2005,Regular,Y,21,423.1904761904762,2.4
Toyota,Tundra 2WD,2008,Regular,Y,15,592.4666666666667,4.7
Ram,C/V Cargo Van,2012,Gasoline or E85,Y,20,444.35,3.6
Subaru,XV Crosstrek AWD,2013,Regular,Y,28,321.0,2.0
Mazda,2,2013,Regular,Y,31,286.0,1.5
Volkswagen,GTI,2013,Premium,Y,25,358.0,2.0
MINI,Cooper Paceman,2014,Premium,Y,27,332.0,1.6
Toyota,Tundra 4WD,2007,Regular,Y,14,634.7857142857143,5.7
Audi,Q7,2009,Diesel,Y,20,509.0,3.0
Jeep,Wrangler 4WD,2000,Regular,Y,17,522.7647058823529,2.5
Dodge,Caravan/Grand Caravan AWD,2001,Regular,Y,18,493.72222222222223,3.8
Ram,1500 4WD,2017,Diesel,Y,22,465.0,3.0
Dodge,Charger,2019,Regular,Y,23,389.0,3.6
BMW,430i Gran Coupe,2022,Premium,Y,28,312.0,2.0
Subaru,Outback Wagon AWD,2010,Regular,Y,20,444.35,3.6
Dodge,Charger AWD,2011,Regular,Y,18,493.72222222222223,5.7
Volkswagen,Passat,2012,Diesel,Y,34,299.4117647058824,2.0
Honda,Odyssey,2015,Regular,Y,22,404.0,3.5
BMW,i8,2015,Premium and Electricity,Y,28,198.0,1.5
Honda,Insight,2004,Regular,Y,52,170.90384615384616,1.0
Chevrolet,Tahoe 1500 AWD,2004,Regular,Y,14,634.7857142857143,5.3
Toyota,Highlander 2WD,2005,Regular,Y,19,467.7368421052632,3.3
Cadillac,STS AWD,2006,Premium,Y,17,522.7647058823529,4.6
Volvo,V70 AWD,2006,Premium,Y,20,444.35,2.5
Toyota,4Runner 2WD,2006,Regular,Y,16,555.4375,4.7
Toyota,FJ Cruiser 4WD,2007,Premium,Y,17,522.7647058823529,4.0
Volvo,C30 FWD,2008,Premium,Y,23,386.39130434782606,2.5
Kia,Spectra,2008,Regular,Y,27,329.14814814814815,2.0
Acura,ILX,2018,Premium,Y,29,309.0,2.4
Tesla,Model 3 Long Range AWD,2021,Electricity,Y,134,0.0,
Chevrolet,Impala,2011,Gasoline or E85,Y,21,423.1904761904762,3.9
Dodge,Durango 2WD,2012,Midgrade,Y,16,555.4375,5.7
smart,fortwo cabriolet,2012,Premium,Y,36,246.86111111111111,1.0
Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2000,Regular,Y,18,493.72222222222223,3.8
Chevrolet,Cavalier,2001,Regular,Y,23,386.39130434782606,2.2
Hyundai,Sonata,2001,Regular,Y,20,444.35,2.5
Chevrolet,Blazer 2WD,2001,Regular,Y,17,522.7647058823529,4.3
Isuzu,Rodeo 4WD,2001,Regular,Y,16,555.4375,3.2
Subaru,Legacy Wagon AWD,2005,Premium,Y,19,467.7368421052632,2.5
Suzuki,XL7 AWD,2007,Regular,Y,18,493.72222222222223,3.6
Hyundai,Sonata,2008,Regular,Y,24,370.2916666666667,2.4
Daewoo,Lanos,2001,Regular,Y,25,355.48,1.6
Suzuki,Grand Vitara 4WD,2002,Regular,Y,18,493.72222222222223,2.5
Saturn,Vue FWD,2003,Regular,Y,22,403.95454545454544,2.2
Saturn,Ion,2004,Regular,Y,24,370.2916666666667,2.2
Ford,Focus Station Wagon,2004,Regular,Y,24,370.2916666666667,2.3
Dodge,Caliber,2007,Regular,Y,24,370.2916666666667,2.0
Infiniti,G35x,2007,Premium,Y,19,467.7368421052632,3.5
Pontiac,Vibe,2010,Regular,Y,24,370.2916666666667,2.4
Chevrolet,Corvette,2009,Premium,Y,18,493.72222222222223,6.2
Dodge,Caliber,2010,Regular,Y,26,341.8076923076923,2.0
Kia,Soul,2011,Regular,Y,26,341.8076923076923,2.0
Audi,Q5 Hybrid,2013,Premium,Y,26,337.0,2.0
Jaguar,X-Type Sport Brake,2005,Premium,Y,19,467.7368421052632,2.5
Infiniti,G35,2008,Premium,Y,20,444.35,3.5
Lexus,GS 350,2009,Premium,Y,22,403.95454545454544,3.5
Ford,Ranger Pickup 2WD,2000,Regular,Y,18,493.72222222222223,4.0
Lincoln,MKT AWD,2018,Regular,Y,17,523.0,3.5
MINI,Cooper,2010,Premium,Y,28,317.39285714285717,1.6
Toyota,Avalon,2011,Regular,Y,23,386.39130434782606,3.5
Nissan,Titan 4WD,2012,Gasoline or E85,Y,14,634.7857142857143,5.6
Volkswagen,Jetta,2015,Diesel,Y,35,289.0,2.0
Chevrolet,Silverado K15 4WD,2015,Gasoline or E85,Y,19,475.0,4.3
Tesla,Model Y Long Range AWD,2021,Electricity,Y,125,0.0,
Hyundai,Sonata,2011,Regular,Y,27,329.14814814814815,2.4
Kia,Sedona,2012,Regular,Y,21,423.1904761904762,3.5
Subaru,BRZ,2013,Premium,Y,28,321.0,2.0
Hyundai,Tucson 4WD,2013,Regular,Y,23,397.0,2.4
Lincoln,Continental,2000,Premium,Y,18,493.72222222222223,4.6
Volkswagen,Passat,2002,Premium,Y,20,444.35,2.8
Audi,A4 Avant quattro,2002,Premium,Y,21,423.1904761904762,1.8
Lincoln,LS,2005,Premium,Y,18,493.72222222222223,3.9
Subaru,Baja AWD,2006,Premium,Y,18,493.72222222222223,2.5
Toyota,Camry Solara Convertible,2004,Regular,Y,21,423.1904761904762,3.3
Mercury,Mariner 4WD,2006,Regular,Y,19,467.7368421052632,3.0
Toyota,Avalon Hybrid,2019,Regular,Y,43,203.0,2.5
Buick,Encore FWD,2021,Regular,Y,27,329.0,1.4
Kia,Soul Eco,2012,Regular,Y,26,341.8076923076923,2.0
Lexus,ES 350,2012,Regular,Y,22,403.95454545454544,3.5
Nissan,Frontier 2WD,2014,Regular,Y,19,459.0,2.5
Nissan,Pathfinder 4WD,2002,Regular,Y,15,592.4666666666667,3.5
Chevrolet,Malibu,2005,Regular,Y,23,386.39130434782606,3.5
Ford,Five Hundred AWD,2005,Regular,Y,19,467.7368421052632,3.0
Pontiac,GTO,2006,Premium,Y,18,493.72222222222223,6.0
Toyota,Avalon,2007,Regular,Y,23,386.39130434782606,3.5
MINI,John Cooper Works Convertible,2009,Premium,Y,29,306.44827586206895,1.6
Chrysler,Town and Country,2009,Gasoline or E85,Y,19,467.7368421052632,3.3
Ford,Fusion FWD,2011,Regular,Y,21,423.1904761904762,3.5
Chrysler,200,2012,Gasoline or E85,Y,22,403.95454545454544,3.6
Lexus,HS 250h,2012,Regular,Y,34,261.38235294117646,2.4
Jeep,Patriot 2WD,2013,Regular,Y,24,368.0,2.0
Mercedes-Benz,ML550 4matic,2013,Premium,Y,16,541.0,4.7
Mercedes-Benz,GLC300 4matic,2020,Premium,Y,24,377.0,2.0
Honda,Element 2WD,2007,Regular,Y,22,403.95454545454544,2.4
Mitsubishi,Eclipse Spyder,2008,Premium,Y,19,467.7368421052632,3.8
